순위,제목,아이디,종류,URL,장르,방영일,회차,채널,연령등급,제작국가,제작연도,줄거리,리뷰,배우,오리지널,개봉일,러닝타임,개봉예정일,원제,방영예정일
70,무빙,116880,드라마,https://m.kinolights.com/title/116880,"액션, SF, 스릴러, 서사/드라마",2023년 08월 09일,20부작,디즈니+,19세 이상 시청가,한국,2023년,"초능력을 숨긴 채 현재를 살아가는 아이들과, 과거의 아픈 비밀을 숨긴 채 살아온 부모들이 시대와 세대를 넘어 닥치는 거대한 위험에 함께 맞서는 초능력 액션 히어로물.","대한민국 최고의 스토리텔러가 디즈니의 자본력을 만났을 때 | 조금 다르고 특별할 뿐이야 | 한국도 엑스맨 같은거 만들 수 있었어!! | 나에게는 어떤 능력이 좋을까나 | 스토리, 연출 뭐 하나 빠지는 데가 없다. 한번만 봐서는 아쉬운 드라마. n차 정주행해야만 한다! | 한국형 히어로물이 드디어 성공하는 것 같아서 기쁘다 그 시작이 무빙이라 원작팬으로서 너무 좋음. 각색을 원작자인 강풀님이 해주신게 신의 한수. 배우들의 연기도 맘에 든다 | 드디어 강풀 원작을 실사화에 성공했다 한국판 히어로물, 연기 액션 CG 모든게 완벽하다 | 이틀만에 정주행 완료 넘 재밌게 봤다 | 웹툰을 보지 않고 봤기에 소재가 더 흥미롭게 느껴졌고 각 역할별 스토리도 잘 풀어나갔던 것 같다. 배우들이 각자의 역할을 너무 잘 소화한 듯. 귀여운 봉석이^^ | 풋풋한 청춘물에 초능력이 결합해 멋진 스파이물이 탄생했다. 훌륭한 원작을 1%도 아깝지 않게 만들어준 작품.","류승룡, 한효주, 조인성, 차태현, 류승범, 김성균, 김희원, 문성근, 이정하, 고윤정, 김도훈, 양동근, 박병은, 곽선영, 김신록, 신재휘",디즈니+,,,,,
71,핸섬가이즈,88702,영화,https://m.kinolights.com/title/88702,코미디,,,,15세 이상 관람가,한국,2020년,"자칭 터프가이 재필과 섹시가이 상구 현실은 잊지 못할 첫인상으로 이사 첫날부터 동네 경찰 최 소장과 남 순경의 특별 감시 대상이 되지만, 꿈꾸던 유럽풍 드림하우스에서 새출발 한다는 것에 그저 행복하기만 하다. 그러나 행복도 잠시, 물에 빠질 뻔한 미나를 구해주려다 오히...","사람이 죽는데 웃고있어요 | 그래. 코미디영화는 그냥 웃기기만 하면 되는거다. 어줍잖게 교훈, 감동 같은거 넣을거 없이 그냥 웃기게만 만들면 되는거다. 같이 보러간 사람이랑 영화보고 즐거우면 된거니까. | 이희준 진짜 ㅋㅋㅋㅋ귀엽고 웃기고 멋있고 섹시하고 매력적인건 자기가 다 함 ㅋㅋㅋㅋ 진짜 미치겠음 | 어떤 내용이냐고 물으면 뭐라고 해줘야할지 모르겠는데 개애애애애애웃기고 잔인하고 사람이 죽는데 웃고 있는 이상한 영화 🤣🤣 오늘의 교훈: 영어공부를 하자 (?) | B급 코미디물을 아주 좋아라 하진 않지만 적어도 내 취향은 아니었던 걸로.. 웃긴 웃었는데 어이가 없어서 웃은 기억이 더 많음. 좀 킹받게 웃기는 작품인듯 배우들 연기는 좋았다 | 비싼돈내고 중간에 나와보긴 첨이다. 이것도 영화냐 | '킬링 로맨스'와 '죽지 않는 인간들의 밤'의 상위 호환ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ | 원작이 있긴 한데, 이렇게 한국 상업 영화 보면서 웃음 터진 시사회는 좀 오랜만이라 반가운 B급 호러 코미디 | 이게 왜 창고영화였는지 아쉬울 따름 ㅎㅎㅎ | 기괴한데 재밌는 매력적인 B급영화","이성민, 이희준, 공승연, 이규형, 박지환, 우현, 장동주, 김도훈, 빈찬욱, 정화, 강기둥",,2024년 06월 26일 개봉,101분,,,
72,스위트홈 시즌 1,86545,드라마,https://m.kinolights.com/title/86545,"액션, 판타지, 스릴러, 서사/드라마, 공포(호러)",2020년 12월 18일,10부작,넷플릭스,19세 이상 시청가,한국,2020년,"은둔형 외톨이 고등학생 현수가 가족을 잃고 이사 간 아파트에서 겪는 기괴하고도 충격적인 이야기
세상을 차단하고 방 안에 틀어박힌 10대 소년 현수가 세상 밖으로 나온다. 인간이 괴물로 변했다. 그래도 살아야 한다. 아직은 사람이니까. 이웃들과 함께 싸워야 한다.","우리나라 드라마의 새로운 가능성(?)을 열어준 것 같은 의미있는 드라마. 그러나 기억에 남는 스토리 없음.. | 좋은 소재, 좋은 배우들의 연기, 적당한 괴수들 딱 시즌1까지만이다. | 스위트홈... 8화, 9화가 괜찮다. | “사람이 친구를 위하여 목숨을 버리면 이보다 더한 사랑은 없나니 너희가 주 명하는 대로 행하면 곧 주의 친구라, 아멘.“ 정재헌🥹 워리어는 도입부 듣자마자 가슴이 벅차오른다... | 정의명의 등장. 원작과 다른 부분들도 매력있게 다가왔다. | 에피소드 10개를 쏟아 붓고도 전개는 지지부진, 사연을 쏟아내고도 캐릭터들의 매력은 오리무중, 모든 건 다음 시즌에 떠넘기는 무책임한 시즌. | 배우들의 연기가 너무 좋았지만 끝으로 갈수록 내용이 끊기는 느낌이 들어서 살짝 아쉬웠다. | 매우 잼있음 | 리뷰 왜 이 모양임 줠라 재밌는데 ㅋㅋㅋ 일단 송강 얼굴이 대유잼임 그리고 고민시가 너무 예쁨 | <스위트 홈 시즌 1> 리뷰","송강, 이진욱, 이시영, 이도현, 김남희, 고민시, 박규영, 고윤정, 김갑수, 김상호, 김성철",넷플릭스,,,,,
73,SNL 코리아 시즌 7,88248,예능,https://m.kinolights.com/title/88248,버라이어티,2016년 02월 27일,18부작,,15세 이상 시청가,한국,2016년,"새파랗게 젊은, SNL! 대한민국 단 하나, '뭘 좀 아는 어른들'의 생방송 코미디! 더 젊어지고 더 재밌어진 SNL코리아가 한 층 강해진 B급 정서로 돌아왔다.",재밌을 듯 말 듯,"신동엽, 유세윤, 정성호, 정상훈, 김준현, 김민교, 안영미, 정이랑, 강유미, 권혁수, 이세영, 한은성, 정연주, 예원, 고욱, 김혜준",,,,,,
74,범죄도시4,113797,영화,https://m.kinolights.com/title/113797,"액션, 코미디",,,,15세 이상 관람가,한국,2023년,"신종 마약 사건 3년 뒤, 괴물형사 마석도와 서울 광수대는 배달앱을 이용한 마약 판매 사건을 수사하던 중 수배 중인 앱 개발자가 필리핀에서 사망한 사건이 대규모 온라인 불법 도박 조직과 연관되어 있음을 알아낸다. 필리핀에 거점을 두고 납치, 감금, 폭행, 살인 등으로 ...","범죄도시4 | No Funny No Develop No Action “카레에서 짜장으로 바뀌면 뭐하나 이미 아는 맛인데.” | 차라리 김무열 단독 빌런을 하지 그랬어 | 신기하게 같은 느낌인데 새롭다 다만 너무 초심만 지키는 느낌 슬슬 흥미를 잃을지도………. | 이제는 맛없는 아는 맛 | 블라인드 시사회로 봤어요. 4편도 기대하셔도 됩니다~! (아직 출시까지 일년정도 남아서 스포는 못해드려요) | 1.2가 그립다 더는 볼 수 없는 걸까? | 우리의 FDA! 장이수가 다 했다. 개인적으로 2,3편의 빌런보다 훨 인상적이었던 4편의 빌런. | 코믹은 있는뎅 뭔지 소재 갈고도가 심한느낌 | 액션에 더 신경을 쓴 부분이 만족스러웠음 악을 응징하는데서 오는 카타르시스란.. 다 아는 맛이지만 여전히 맛있음","마동석, 김무열, 박지환, 이동휘, 이범수, 김민재, 이지훈, 이주빈, 김신비, 안성봉, 현봉식, 이상진, 김도건, 곽자형, 김영웅, 백승환",,2024년 04월 24일 개봉,109분,,,
75,브로큰,96751,영화,https://m.kinolights.com/title/96751,"액션, 스릴러, 미스터리, 서사/드라마",,,,15세 이상 관람가,한국,2021년,"어느 날 하나뿐인 동생 석태가 시체로 돌아왔다. 그리고 동생의 아내 문영은 자취를 감췄다. 동생이 죽고 진실이 잠든 밤, 분노가 깨어났다. 사건의 실마리를 찾던 민태는, 자신과 같은 흔적을 쫓는 소설가 호령을 만나고 그의 베스트셀러 [야행]에서 동생의 죽음이 예견되었...","하정우의 쇠파이프는 사고친 동생의 뒷수습이 아닌 각본 쓴 사람으로 향해야 한다. | 하정우 X 김남길을 데려다놓고 이정도밖에 못만드나.. 감독의 역량이 안되는듯 | 쪼는 재미는 있었음.. 호령 캐릭터가 덜 풀린 느낌이지만.. | 뭐 어쩌라는건지 모르겠고 왜 만든건지 모르겠어요 이해되는게 아무것도 없고 재미도 감동도 없음 진지하게 돈아깝고 김남길 더 나올까봐 그나마 안 잤는데 그냥 잘 걸 그랬어요 | 강호령이라는 소설가를 완전히 빼도 영화 진행에 문제가 없다. 각본 누가 썼나라는 생각이 든 영화다. | 영화가 하는 메시지가 뭔지 궁금하다. 소설내용과 동생을 죽음이 같다면 소설을 좀더 파해쳐야지 그렇게 보이는 사람마다 때려팰시간에 말야 야행 소설은 대체 왜 나온 거냐 | 재미도 감동도 뭣도 없음.. 제목을 야행에서 브로큰으로 바꾼게 제일 잘한일인듯. 소설이고 뭐고 필요없음. 그냥 다 깨부셔버리고 끝. | ""복수의 칼끝이 닿는 곳엔 진실이 아닌 더 깊은 상처가 기다린다."" | 배우들 연기는 좋은데 스토리가 이상함 돈 아까움 | 브로큰 돼 버린 나의 기대.","하정우, 김남길, 유다인, 정만식, 임성재, 허성태, 서현우, 박종환, 정재광, 이설, 차래형, 장준녕, 김민상, 김찬형, 임한성",,2025년 02월 05일 개봉,99분,,,
76,말할 수 없는 비밀,103288,영화,https://m.kinolights.com/title/103288,"판타지, 멜로/로맨스",,,,전체 관람가,한국,2021년,2008년 개봉한 동명의 대만 영화를 리메이크하는 작품. 피아노 천재인 전학생이 오래된 연습실에서 신비스러운 음악을 연주하던 여학생을 만나면서 시작되는 판타지 로맨스,"시사회 보고 왔는데 원작을 존중하며 한국 작품만의 매력이 느껴져서 재관람하려고 합니다. 음악이 좋은 영화라서 사운드 좋은관에서 관람 추천드립니다🎹🎶 배우들 케미도 귀여워요~ | 사랑의 타이밍이 어긋나면 끝나기 마련인데, 이를 잇는다는 게 판타지. | 원작을 모르고 봤어서 재밌는 반전이었고 그시절 감성이 느껴져서 좋았다. | 시사회로 먼저 보고 왔습니다 “사랑은 타이밍” | 첫사랑 기억을 소환하는 영화네요. 원작을 훼손하지 않으면서 한국적으로 잘 풀어냈고 엔딩이 더 개연성이 있어서 좋았습니다. | 원작의반전을잊지못합니다.빨리보고싶어요 | 원작을 너무감동적으로봐서 리메이크.너무기대됩니다 | 도경수가 연주하는 ‘말할 수 없는 비밀’ 플레이 버튼 고장 각ㅋㅋ 무한 재생 확정! 극장에서 n회 차 하실거죠? | 원작이 가진 이야기를 다 알고 보는건 역시 힘들다 | 도경수와 피아노 너무 기대됩니다","도경수, 원진아, 신예은, 김욱, 배성우, 안승균",,2025년 01월 27일 개봉,103분,,,
77,캡틴 아메리카: 브레이브 뉴 월드,110912,영화,https://m.kinolights.com/title/110912,"액션, SF",,,,12세 이상 관람가,미국,2024년,"대통령이 된 새디우스 로스와 재회 후, 국제적인 사건의 중심에 서게 된 샘이 전 세계를 붉게 장악하려는 사악한 음모 뒤에 숨겨진 존재와 이유를 파헤쳐 나가는 액션 블록버스터","최근 마블 영화가 얼마나 개판이었으면 이정도에도 사람들이 호평하는 걸까... | 우리가 그리워하던 액션과 마인드 “스티브는 가장 강한 사람에게 방패를 물려준 게 아니야” | 캡틴 아메리카 영화인데 어째 인크레더블 헐크 후속작 같을까. | 죽은 빤스형 불알 만지기 | 캐빈파이기가 뒤에 헐크전투신 손 봐서 다행 앞에 1시간40분은 샘윌슨 성장 드라마인줄 액션이 너무 없어서 지루함 해상신이랑 헐크전투신 5분씩 빼면 너무 루즈함 | 좋은 의미로도, 나쁜 의미로도 “자넨 스티브 로저스가 아니야“ | 액션도 고뇌도 와닿지 않는 무색무취 캐릭터와 이야기 | 저정도 장비 빨이면 그냥 혈청 맞는게 나을지도. | 샘의 캡틴 아메리카는 심심하지만 그것만큼의 매력이 있었다 | 마블의 오랜팬으로써 깔끔하고 납득할수있는 세대교체의 예","안소니 마키, 대니 라미레즈, 해리슨 포드, 쉬라 하스, 소샤 로퀴모르, 칼 럼블리, 지안카를로 에스포지토, 팀 블레이크 넬슨, 요하네스 하우쿠르 요하네손, 윌리엄 마크 맥컬러프, 히라 타케히로, 하쉬 나이야르, 토드 알렌 더킨, 더스틴 루이스, 코지 니시야마, 피트 버리스",,2025년 02월 12일 개봉,118분,,Captain America: Brave New World,
78,어바웃 타임,15757,영화,https://m.kinolights.com/title/15757,"코미디, 멜로/로맨스",,,,15세 이상 관람가,영국,2013년,"줄거리 : 성인이 되는 날, 팀은 아버지에게 시간을 돌리는 능력에 대해 듣는다. 꿈을 위해 런던으로 간 팀은 우연히 만난 메리와의 완벽한 사랑을 위해 시간을 돌리지만 시간을 돌릴수록 예상치 못한 사건들이 나타난다.

1분 정보 : <러브 액츄얼리>를 연출한 리차드 ...","정말 내 인생작 영화 ㅠㅠ 첨엔 단순히 두사람의 사랑이야긴줄 알았는데.. 시간여행을 통해 인생의 의미를 알아버렸다.. 특히나 어린시절로 돌아가 아빠와 바닷가장면은..ㅠ 눈물샘 폭발 | 삶에 대한 소중함을 느끼게 되는 영화 | 자신있게 인생영화라고 할 수 있는 명작이에요. 사랑하는 사람들과 지내는 시간의 소중함에 대해 잘 풀어낸 작품입니다. 매번 볼 때마다 행복해지는 영화라 매년 한 번씩은 보는 것 같아... | 캐릭터하나하나가모두밉지않고사랑스럽다 | 시간이 담고 있는 우리의 삶에 관한 사랑스러운 고찰. | 극장에서 보면서 저도 설랬던 영화 내 인생의 가장 중요한 시기를 다시본다면 어떻게 할까요?? | 로맨스와 타임패러독스의 적절한 조화. | 특권을 가진 사람의 훈계 | 모든 캐릭터 하나하나가 너무 사랑스럽고 매력적이다. 머리로는 단점이 종종 보이지만 가슴으로는 무결점의 영화 | 부모님, 사랑하는 여자, 그리고 그들과 함께한 시간.","도널 글리슨, 레이첼 맥아담스, 빌 나이, 린제이 던칸, 리디아 윌슨, 톰 홀랜더, 마고 로비, 바네사 커비, 윌 메릭, 톰 휴즈, 리처드 코더리, 조슈아 맥과이어, 캐서린 스테드맨, 리사 에이크혼, 밋첼 뮬렌, 해리 하든-패턴",,2013년 12월 05일 개봉,123분,,,
79,엘리베이션,140004,영화,https://m.kinolights.com/title/140004,"액션, SF, 스릴러",,,,청소년 관람불가,미국,2024년,싱글대디와 두 여성이 어린 소년의 생명을 구하기 위해 안전한 집에서 나와 괴물과 맞서 싸운다.,,"안소니 마키, 모레나 바카린, 매디 해슨, 타일러 그레이, 마이크 힉맨, 대니 보이드 주니어, 레이첼 닉스, 쇼나 어프, 이안 허멜",,,91분,,Elevation,
80,길소뜸,3326,영화,https://m.kinolights.com/title/3326,서사/드라마,,,,12세 이상 관람가,한국,1985년,"전국이 ‘이산가족 찾기 운동’으로 떠들썩한 1983년, 이북이 고향인 화영(김지미 분)은 우연히 TV 앞에 앉았다가 밤늦도록 자리를 뜨지 못한다. 현재 남편과 자식 셋을 두고, 단란한 가정을 꾸리며 살고 있는 화영에게는 사실 한국전쟁 통에 헤어진 동진(신성일 분)과 아...","이산가족의 아픔을 넘어, 인생의 씁쓸함을 담아낸 영화 | . | 분단국가로서의 한국에 대한 건조한 메타포 / 사실 별점을 조금 더 줄 수 있지만 이상아 배우에게 부당한 요구를 했던 점이 불쾌했기 때문에 훌륭하다고 생각할 수 없습니다",,,1986년 04월 05일 개봉,105분,,,
81,검은 수녀들,131363,영화,https://m.kinolights.com/title/131363,"미스터리, 서사/드라마",,,,15세 이상 관람가,한국,2024년,유니아 수녀는 희준의 몸에 숨어든 악령이 12형상 중 하나라고 확신한다. 당장 올 수 없는 구마 사제를 기다리다가 부마자가 희생될 것이 분명한 상황. 결국 유니아는 소년을 구하기 위해 ‘서품을 받지 못한 수녀는 구마를 할 수 없다’는 금기를 깨기로 결심한다. 하지만 담...,"사악한 악마의 모습을 보고도 놀라지 않던 여성 관객들이 마지막 엔딩에 한 남자배우의 클로즈업을 보고 괴성을 질렀다. | 약은 약사에게 오컬트는 장재현 감독에게. | 성수가 그렇게 강력하면 그걸로 샤워말고 목욕을 시키는 게 어떨까. | 악마 이름을 수십번도 넘게 물어보면서 정작 그 이름은 제대로 들려주지도 않는다. | 이 영화 자체가 신성모독, 당장 꺼져라 | 마지막에 나오는 강동원 얼굴이 제일 재밌는 영화 | 이 더러운 영화야, 당장 떠나거라 | 그래서 이 영화를 제작한 이유가 무엇인가 | 평점 왜 그러지..? 영화도 안 보고 쓰는 사람들 같은데 영화 보고 영화를 평가하세요. 파묘보다 재밌던데 | 굴곡도 없는 스토리에 지루했고, 더글로리 말투를 그대로 가져온것에 동은이가 겹챠보이고, 굳이 왜? 싶은 요소들이 한두개가 아니었다..","송혜교, 전여빈, 이진욱, 문우진, 김국희, 허준호, 신재휘, 강동원",,2025년 01월 24일 개봉,114분,,,
82,위대한 가이드2,140875,예능,https://m.kinolights.com/title/140875,리얼리티,2025년 04월 08일,,,미정,한국,2025년,한국 거주 N년차 대한외국인이 가이드가 되어 모국을 방문하는 여행자들에게 현지인만이 아는 스팟들을 알려주는 현지인 착붙 여행 리얼리티 프로그램,,"박명수, 김대호, 최다니엘",,,,,,
83,콘스탄틴,5296,영화,https://m.kinolights.com/title/5296,"액션, 판타지, 스릴러, 서사/드라마",,,,15세 이상 관람가,"미국, 독일",2005년,인간의 형상을 한 혼혈 천사와 혼혈 악마가 존재하는 세상. 태어날 때부터 그들을 구분하는 능력을 타고난 존 콘스탄틴은 자신의 능력을 저주하며 운명에서 벗어나기 위해 자살을 시도하지만 실패하고 만다. 그 후 다시 살아난 그는 천국과 지옥의 경계를 넘나들며 세상에 존재하는...,"금연하는 사람들 절대 보면 안 되는 작품 | 악과 천사 사이 경계선을 지켜주는 콘스탄틴 나야 존 콘스탄틴 미친 콘스탄틴 | 퇴마사도 암세포는 못 이긴다. | 신부님의 스타일리시한 지옥 순회공연 | ""이승에서 퇴출 당할꺼, 기왕이면 당신과 같은 퇴마사에게 퇴출 당하는 편이..."" 싶은 악마의 마음이 아닐까. 오우~ 개씹좆간지!! | 리메이크가 빨리 나오길 | 재밌어요 | 뭐 하나 멋이 없는 부분이 없네! | 줄거리가 이해하기에 좀 불친절하지만 젊은 키아누 리브스가 처음부터 끝까지 잘생김◠‿◠ 담배도 잘생기게 피고 총질 주먹질도 잘생기게 하고 아파하는 것도 잘생기게 아파함 피땀무한제공 | 가오에 지배당한 다크판타지 영화... 하지만 진짜 멋있는데...?","키아누 리브스, 레이첼 바이스, 샤이아 라보프, 틸다 스윈튼, 프루이트 테일러 빈스, 디몬 하운수, 게빈 로스데일, 피터 스토메어, 에이프릴 그레이스, 래리 세더, 프란시스 귀넌, 수잰 황, 앨리스 로, 코너 딜런 린, 채드 스타헬스키",,2005년 02월 08일 개봉,120분,,Constantine,
84,히트맨2,139252,영화,https://m.kinolights.com/title/139252,"액션, 스릴러, 어드벤처, 코미디",,,,15세 이상 관람가,한국,2023년,"욱해서 그린 웹툰 '암살요원 준'의 성공으로 잠깐 흥행 작가가 된 준은 시즌2 연재 시작과 동시에 뇌절작가로 전락하고, 망작이 된 시즌2는 되려 준을 노리는 글로벌한 악당들의 내한 열풍을 일으킨다. 아무것도 모른 채, 다시 한번 대히트를 꿈꾸며 신작 웹툰 연재에 돌입한...","말도 안되는 설정이지만 그냥 뇌를 빼고 보면 볼만한 영화 | 히트맨1 보다 많은 액션, 뻔한 웃김이 있지만 볼만했다. 이이경x정준호 두 케미가 보기 좋았다. | 우린 이딴 쓰레기나 볼려고 만오천원을 내는게 아니다 | 처음부터 끝까지 거를 타선 없는 쓰레기 | 그러니까 좋든 싫든 전형적인 팝콘무비 | 웹툰(애니메이션)과 실사 영화의 접목이라는 신선함은 1편까지만... 억지스런 뇌절에 구멍까지 숭숭! | 생각 외로 재미있었다. 특히 애니메이션이 명품이다... 👍 | 중반부까진 그래도 명절 특선 영화 정도는 되는데 그 이후부터는... | 1편 보다는 별로지만 | 히트맨, 고퀄의 작화와 OOO 배우의 특별 출연까지! (+ 유쾌했던 무대인사 시사회 현장 후기)","권상우, 정준호, 이이경, 황우슬혜, 김성오, 이지원, 이순원, 한지은, 이준혁, 박광재, 최동구, 송윤하",,2025년 01월 22일 개봉,118분,,,
85,스윙걸즈,47421,영화,https://m.kinolights.com/title/47421,"코미디, 서사/드라마",,,,12세 이상 관람가,일본,2004년,"지루한 여름방학, 보충 수업을 받고 있는 13명의 낙제 여고생들이 합주부에게 도시락을 전해주자는 토모코의 제안을 구실로 땡땡이를 감행한다. 그러나 전달된 도시락이 여름 땡볕에 상해 합주부 전원이 식중독에 걸리는 대사건이 발생한다. 도시락을 못 받은 나카무라 제외한 합주...","유쾌하고 시원한, 여름을 닮은 일본 청춘물이다. 재즈와 여고생이라는 조합의 시너지는 발랄함과 기분좋음 그이상으로, 밋밋하고 평범한 이야기마저도 장점으로 느껴지게 해준다. 행복감까지... | 있는 힘껏 행복한 청춘영화는 어른에게 종종 필요하답니다. | 그 시절 청춘물과 재즈를 훌륭하게 배합해낸다면 | 어쩌다보니 그렇게 진행이 되버린 그 이야기 였지만 그렇게 얼렁뚱땅하고 엉뚱하면서도 당황스러운것들이 썩 마음에 들어서 사랑스럽고 매력적으로 다가오는데 어찌 마음에 들지 않을수 있을까 | 학창시절의 향수가 느껴져서 그 자체만으로도 행복한 경험이지 않을까 | 재즈는 Feel~🎶 느좋 | 정말아름다운이야기였어... | 얼렁뚱땅도 천진하게, 순수함도 반짝이게 만드는 스윙 매직. | 저마다의 스윙이 빛을 내는 사랑스런 청춘들의 합주. | 최근 재개봉한 위플래시와 함께보면 뭔가 묘해지는 영화...","우에노 주리, 히라오카 유타, 칸지야 시호리, 모토카리야 유이카, 토시마 유카리, 다케나카 나오토, 세키네 카나, 미즈타 후미코, 시라이시 미호, 니시다 나오미, 코히나타 후미요, 키노 하나, 사쿠라 무츠코",,"2025년 03월 26일 재개봉
2006년 03월 23일 개봉",105분,,スウィングガールズ,
86,오펜하이머,110524,영화,https://m.kinolights.com/title/110524,서사/드라마,,,,15세 이상 관람가,"미국, 영국",2023년,제2차 세계대전 당시 핵무기 개발을 위해 진행되었던 비밀 프로젝트 ‘맨해튼 프로젝트’를 주도한 미국의 물리학자 ‘로버트 오펜하이머’의 이야기,"모든게 미친영화. 연기도, 스토리도, 놀란스타일의 연출방식도 | 그가 만들면 전기영화도 비범해 진다. | 이미 예견된 결과와 그럼에도 되어버린 세상의 파괴자 | 인물에 대한 배경지식을 조금이라도 공부하고 보면 더 좋을 것 같다. | 내파하는 삶 | 혼자서 세 시간을 이끌어가는 킬리언 머피의 인생연기작 | 예측할 수 없는 세 물체의 운동, 삼체문제 그 자체인 영화 | 역사적 배경을 사전에 알고 보면 꿀잼 이겠지만 모르고 보면 자막 읽다 지침. 특별관 구지 권하지 않음.. 음악도 과하게 느꺼짐. 생각보다 초라한 폭발장면.. 각본 편집 최고임.. | 파멸의 연쇄반응을 다시 0으로 돌려보려는 나약한 과학자의 고뇌. | 요란한 홍보와 감독 네임 밸류로 보편적 관객의 공감을 받는 작품일것이란 기대 금지","킬리언 머피, 에밀리 블런트, 플로렌스 퓨, 맷 데이먼, 로버트 다우니 주니어, 데인 드한, 케네스 브래너, 조쉬 하트넷, 베니 사프디, 게리 올드만, 매튜 모딘, 라미 말렉, 엘든 이렌리치, 알렉스 울프, 케이시 애플렉, 잭 퀘이드",,2023년 08월 15일 개봉,180분,,Oppenheimer,
87,하얼빈,124296,영화,https://m.kinolights.com/title/124296,"서사/드라마, 사극/시대물",,,,15세 이상 관람가,한국,2022년,"1908년 함경북도 신아산에서 안중근이 이끄는 독립군들은 일본군과의 전투에서 큰 승리를 거둔다. 대한의군 참모중장 안중근은 만국공법에 따라 전쟁포로인 일본인들을 풀어주게 되고, 이 사건으로 인해 독립군 사이에서는 안중근에 대한 의심과 함께 균열이 일기 시작한다. 1년 ...","안중근 의사와 배우들의 이름값만 믿고 만든 영화 | 근 5년간 본 영화 중 제일 돈 아까운 작품. 아무리 역사가 스포라지만 상업 영화를 이렇게 재미도 감동도 없이 찍는다고; 다큐로 무료 방영했다면 하품을 참으며 봤겠으나 영화로는 영 | ’어떻게‘와 ‘왜’라는 두 주제를 묵직하게 담아낸 마음 가짐. | 영화를 본 건지 대본 리딩 현장을 본 건지 | 감히 재미를 원하지 못하게 스크린을 뒤덮는 비장함 | 끓어오르는 열망을 차갑게 말하다 | 안중근 뿐 아니라 독립운동 하던 ”사람“들의 이야기. 현 시국과 맞닿아 더욱 몰입되었고, 배우들의 연기와 영상미가 뛰어남. 꼭 극장에서 보시길👍🏻 | 영웅인가 뭔가 한것보다 훨씬 더 낫다 | 하얼빈 솔직히 많이 지루했습니다 보다가 한 세번 졸았습니다 일단 현빈이 너무 안중근역활에 안 어울렸고 전투신도 적었다. 그리고 화면이 어두워서 너무 안보였다. | 캐릭터의 부들거림과 웅장하려고 노력하는 음악정도로 채워지기에는 다소 어려운 애국심","현빈, 박정민, 조우진, 전여빈, 박훈, 유재명, 릴리 프랭키, 이동욱, 안세호, 김지오, 손승훈, 곽진, 에고 미키타스, 윤여원, 이태형, 손인용",,2024년 12월 24일 개봉,114분,,,
88,롤러코스터,9277,영화,https://m.kinolights.com/title/9277,코미디,,,,15세 이상 관람가,한국,2013년,"안전한 운행, 친절한 서비스. 환영합니다. 바비 항공입니다. 영화 <육두문자맨>으로 일약 한류스타가 된 마준규. 비행공포증, 편집증, 결벽증까지 갖출 건 다 갖춘 마준규는 일본 활동 중 터진 여자 아이돌과의 스캔들로 급하게 한국행 비행기에 오른다. 어딘가 오버스러워 보...","억지 웃음이 아닌 진짜 웃음을 터뜨리고 싶다면. | 웃기려고 노력을 하더라 | 하정우의 뇌 | 말로 주고 받는 티키타카 코미디 | 히죽히죽 거렸지만 결국 빵터지진 못했다. | 봉준호 송강호, 김지운 이병헌, 그리고 하정우 이지훈 | 같은 상황 속 다른 생각들. 처음부터 끝까지 밑도 끝도 없이 산만하지만, 동시에 그게 이 영화의 매력. | 유쾌한 불편함 ㅋㅋㅋ | 이야기의 단순한 나열을 완결된 영화라고 부르기 어려운 이유 | 그냥 이렇게 정신 나간 영화도 좋다","정경호, 한수현, 김재화, 최규환, 김기천, 김병옥, 강신철, 고성희, 이지훈, 손화령, 김재영, 김예랑, 마동석, 김성균, 오광록, 하정우",,2013년 10월 17일 개봉,94분,,,
